Name,Total Raised,Total from Small Donors,Percent from Small Donors*,total money raised,party_code,party_full,Total Raised_num,Total from Small Donors_num,pct_small_donors,clean_name,match_score,match_method,first,last,official_full,party,chamber,state,bioguide,twitter,quartile,sample_method,handle_lower,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2,nominate_number_of_votes,nominate_abs,state_abbrev,district_code,margin_of_victory,competitive,winner_share,total_votes,terms_served,is_female,age_in_2024
WatersMaxine Waters (D),$1091817,$12512,1.15%,Raised over $100k,D,Democrat,1091817,12512,1.15,Maxine Waters,100.0,auto,Maxine,Waters,Maxine Waters,Democrat,rep,CA,W000187,RepMaxineWaters,Q1 (lowest),full_house,repmaxinewaters,-0.656,-0.094,-0.488,-0.456,1080.0,0.656,CA,43.0,50.146319501763344,0.0,75.07315975088167,213232.0,18.0,1,86.0
IveyGlenn Ivey (D),$907644,$10244,1.13%,Raised over $100k,D,Democrat,907644,10244,1.13,Glenn Ivey,100.0,auto,Glenn,Ivey,Glenn Ivey,Democrat,rep,MD,I000058,RepGlennIvey,Q1 (lowest),full_house,repglennivey,-0.464,-0.034,-0.497,0.007,1108.0,0.464,MD,4.0,77.1827139535742,0.0,88.42159648669595,270970.0,2.0,0,63.0
JohnsonDusty Johnson (R),$4376687,$49222,1.12%,Raised over $100k,R,Republican,4376687,49222,1.12,Dusty Johnson,100.0,auto,Dusty,Johnson,Dusty Johnson,Republican,rep,SD,J000301,RepDustyJohnson,Q1 (lowest),full_house,repdustyjohnson,0.467,0.139,0.51,0.176,1109.0,0.467,SD,1.0,,,,,4.0,0,48.0
FitzpatrickBrian Fitzpatrick (R),$6307840,$69623,1.10%,Raised over $100k,R,Republican,6307840,69623,1.1,Brian Fitzpatrick,91.9,auto,Brian,Fitzpatrick,Brian K. Fitzpatrick,Republican,rep,PA,F000466,RepBrianFitz,Q1 (lowest),full_house,repbrianfitz,0.141,-0.108,0.111,-0.044,1117.0,0.141,PA,1.0,12.806193788948534,0.0,56.40309689447427,463432.0,5.0,0,51.0
HuizengaBill Huizenga (R),$3106375,$33791,1.09%,Raised over $100k,R,Republican,3106375,33791,1.09,Bill Huizenga,100.0,auto,Bill,Huizenga,Bill Huizenga,Republican,rep,MI,H001058,RepHuizenga,Q1 (lowest),full_house,rephuizenga,0.531,0.055,0.457,0.049,1108.0,0.531,MI,4.0,11.70643727234939,0.0,55.06802217854149,425817.0,8.0,0,55.0
KamlagerSydney Kamlager (D),$1035793,$11100,1.07%,Raised over $100k,D,Democrat,1035793,11100,1.07,Sydney Kamlager-Dove,100.0,manual,,,Sydney Kamlager-Dove,Democrat,rep,CA,K000400,RepKamlagerDove,Q1 (lowest),full_house,repkamlagerdove,-0.519,-0.468,-0.548,-0.482,1080.0,0.519,CA,37.0,56.59476402980266,0.0,78.29738201490133,204814.0,2.0,1,52.0
DesjarlaisScott Desjarlais (R),$305705,$3195,1.05%,Raised over $100k,R,Republican,305705,3195,1.05,Scott Desjarlais,93.8,auto,Scott,DesJarlais,Scott DesJarlais,Republican,rep,TN,D000616,DesJarlaisTN04,Q1 (lowest),full_house,desjarlaistn04,0.578,-0.043,0.607,0.013,1062.0,0.578,TN,4.0,43.19196820481716,0.0,69.95355221784169,313255.0,8.0,0,60.0
ShermanBrad Sherman (D),$2036647,$21162,1.04%,Raised over $100k,D,Democrat,2036647,21162,1.04,Brad Sherman,100.0,auto,Brad,Sherman,Brad Sherman,Democrat,rep,CA,S000344,BradSherman,Q1 (lowest),full_house,bradsherman,-0.344,-0.138,-0.396,-0.008,1105.0,0.344,CA,32.0,32.40311523574127,0.0,66.20155761787063,321645.0,15.0,0,70.0
Cherfilus-McCormickSheila Cherfilus-McCormick (D),$491758,$5092,1.04%,Raised over $100k,D,Democrat,491758,5092,1.04,Sheila Cherfilus-McCormick,100.0,auto,Sheila,Cherfilus-McCormick,Sheila Cherfilus-McCormick,Democrat,rep,FL,C001127,CongresswomanSC,Q1 (lowest),full_house,congresswomansc,-0.43,-0.005,-0.445,-0.101,1088.0,0.43,FL,20.0,100.0,0.0,100.0,1.0,3.0,1,45.0
GomezJimmy Gomez (D),$2206489,$22811,1.03%,Raised over $100k,D,Democrat,2206489,22811,1.03,Jimmy Gomez,100.0,auto,Jimmy,Gomez,Jimmy Gomez,Democrat,rep,CA,G000585,RepJimmyGomez,Q1 (lowest),full_house,repjimmygomez,-0.526,-0.246,-0.455,-0.377,1075.0,0.526,CA,34.0,11.284276769404585,0.0,55.64213838470229,189414.0,5.0,0,50.0
GuthrieBrett Guthrie (R),$3829929,$38277,1.00%,Raised over $100k,R,Republican,3829929,38277,1.0,Brett Guthrie,100.0,auto,Brett,Guthrie,Brett Guthrie,Republican,rep,KY,G000558,RepGuthrie,Q1 (lowest),full_house,repguthrie,0.427,0.274,0.471,0.345,1118.0,0.427,KY,2.0,46.203466770756535,0.0,73.10173338537827,345855.0,9.0,0,60.0
LucasFrank D Lucas (R),$1710072,$16768,0.98%,Raised over $100k,R,Republican,1710072,16768,0.98,Frank D Lucas,96.3,auto,Frank,Lucas,Frank D. Lucas,Republican,rep,OK,L000491,RepFrankLucas,Q1 (lowest),full_house,repfranklucas,0.361,0.453,0.384,0.85,1074.0,0.361,OK,3.0,100.0,0.0,100.0,1.0,17.0,0,64.0
GimenezCarlos Gimenez (R),$1125646,$10379,0.92%,Raised over $100k,R,Republican,1125646,10379,0.92,Carlos Gimenez,90.3,auto,Carlos,Gimenez,Carlos A. Gimenez,Republican,rep,FL,G000593,RepCarlos,Q1 (lowest),full_house,repcarlos,0.332,0.149,0.353,0.181,1077.0,0.332,FL,28.0,29.131946258802422,0.0,64.56597312940121,325337.0,3.0,0,70.0
CrawfordRick Crawford (R),$1097029,$10023,0.91%,Raised over $100k,R,Republican,1097029,10023,0.91,"Eric A. ""Rick"" Crawford",100.0,manual,,,"Eric A. ""Rick"" Crawford",Republican,rep,AR,C001087,RepRickCrawford,Q1 (lowest),full_house,reprickcrawford,0.461,0.307,0.472,0.19,1101.0,0.461,AR,1.0,48.88070455166425,0.0,72.8771563420504,267177.0,8.0,0,58.0
GottheimerJosh Gottheimer (D),$10084137,$91712,0.91%,Raised over $100k,D,Democrat,10084137,91712,0.91,Josh Gottheimer,100.0,auto,Josh,Gottheimer,Josh Gottheimer,Democrat,rep,NJ,G000583,RepJoshG,Q1 (lowest),full_house,repjoshg,-0.164,0.212,-0.206,0.202,1045.0,0.164,NJ,5.0,11.278669980020368,0.0,54.56009468719968,381889.0,5.0,0,49.0
CarterTroy Carter (D),$1998421,$17137,0.86%,Raised over $100k,D,Democrat,1998421,17137,0.86,Troy Carter,88.0,auto,Troy,Carter,Troy A. Carter,Democrat,rep,LA,C001125,RepTroyCarter,Q1 (lowest),full_house,reptroycarter,-0.517,0.259,-0.582,0.261,1101.0,0.517,LA,2.0,46.64988990248506,0.0,60.294445318234246,305184.0,3.0,0,61.0
BlumenauerEarl Blumenauer (D),$1030088,$8808,0.86%,Raised over $100k,D,Democrat,1030088,8808,0.86,Earl Blumenauer,100.0,manual,,,Earl Blumenauer,Democrat,rep,OR,B000574,repblumenauer,Q1 (lowest),full_house,repblumenauer,-0.426,-0.626,-0.475,-0.402,1009.0,0.426,OR,3.0,42.48629508118276,0.0,67.71112154535857,334369.0,,0,76.0
JacksonJonathan Jackson (D),$558906,$4673,0.84%,Raised over $100k,D,Democrat,558906,4673,0.84,Jonathan Jackson,91.4,auto,Jonathan,Jackson,Jonathan L. Jackson,Democrat,rep,IL,J000309,rep_jackson,Q1 (lowest),full_house,rep_jackson,-0.346,-0.449,-0.388,-0.446,1095.0,0.346,IL,1.0,31.700404730385124,0.0,65.84309351767892,316507.0,2.0,0,58.0
RouzerDavid Rouzer (R),$1776402,$14178,0.80%,Raised over $100k,R,Republican,1776402,14178,0.8,David Rouzer,100.0,auto,David,Rouzer,David Rouzer,Republican,rep,NC,R000603,RepDavidRouzer,Q1 (lowest),full_house,repdavidrouzer,0.567,0.284,0.67,0.641,1114.0,0.567,NC,7.0,17.1866566405403,0.0,58.59332832027015,433534.0,6.0,0,52.0
GuestMichael Guest (R),$924939,$7179,0.78%,Raised over $100k,R,Republican,924939,7179,0.78,Michael Guest,100.0,auto,Michael,Guest,Michael Guest,Republican,rep,MS,G000591,RepMichaelGuest,Q1 (lowest),full_house,repmichaelguest,0.53,0.119,0.523,0.104,1100.0,0.53,MS,3.0,100.0,0.0,100.0,265159.0,4.0,0,54.0
RogersMike D Rogers (R),$2871792,$21916,0.76%,Raised over $100k,R,Republican,2871792,21916,0.76,Mike D Rogers,91.7,auto,Mike,Rogers,Mike Rogers,Republican,rep,AL,R000575,RepMikeRogersAL,Q1 (lowest),full_house,repmikerogersal,0.379,0.38,0.44,0.312,1092.0,0.379,AL,3.0,95.85555484161152,0.0,97.92777742080577,249008.0,12.0,0,66.0
VeaseyMarc Veasey (D),$1863889,$14212,0.76%,Raised over $100k,D,Democrat,1863889,14212,0.76,Marc Veasey,88.0,auto,Marc,Veasey,Marc A. Veasey,Democrat,rep,TX,V000131,RepVeasey,Q1 (lowest),full_house,repveasey,-0.408,0.365,-0.541,0.841,1108.0,0.408,TX,33.0,37.57079318459492,0.0,68.78539659229746,166153.0,7.0,0,53.0
EstesRon Estes (R),$2261595,$17051,0.75%,Raised over $100k,R,Republican,2261595,17051,0.75,Ron Estes,100.0,auto,Ron,Estes,Ron Estes,Republican,rep,KS,E000298,RepRonEstes,Q1 (lowest),full_house,repronestes,0.648,0.124,0.658,0.253,1109.0,0.648,KS,4.0,30.099607665758754,0.0,65.04980383287938,305097.0,5.0,0,68.0
CuellarHenry Cuellar (D),$2438318,$18016,0.74%,Raised over $100k,D,Democrat,2438318,18016,0.74,Henry Cuellar,100.0,auto,Henry,Cuellar,Henry Cuellar,Democrat,rep,TX,C001063,RepCuellar,Q1 (lowest),full_house,repcuellar,-0.225,0.646,-0.193,0.67,1093.0,0.225,TX,28.0,5.588753381823693,1.0,52.79437669091185,237298.0,11.0,0,69.0
MannTracey Mann (R),$1368783,$9935,0.73%,Raised over $100k,R,Republican,1368783,9935,0.73,Tracey Mann,100.0,auto,Tracey,Mann,Tracey Mann,Republican,rep,KS,M000871,RepMann,Q1 (lowest),full_house,repmann,0.607,0.06,0.532,-0.047,1115.0,0.607,KS,1.0,38.273916270881365,0.0,69.13695813544068,304458.0,3.0,0,48.0
AuchinclossJake Auchincloss (D),$3479676,$24613,0.71%,Raised over $100k,D,Democrat,3479676,24613,0.71,Jake Auchincloss,100.0,auto,Jake,Auchincloss,Jake Auchincloss,Democrat,rep,MA,A000148,RepAuchincloss,Q1 (lowest),full_house,repauchincloss,-0.274,-0.284,-0.31,-0.196,1095.0,0.274,MA,4.0,42.63930530786389,0.0,70.3018625874075,411578.0,3.0,0,36.0
RuppersbergerDutch Ruppersberger (D),$359813,$2531,0.70%,Raised over $100k,D,Democrat,359813,2531,0.7,C. A. Dutch Ruppersberger,100.0,manual,,,C. A. Dutch Ruppersberger,Democrat,rep,MD,R000576,Call_Me_Dutch,Q1 (lowest),full_house,call_me_dutch,-0.299,0.12,-0.406,0.121,1054.0,0.299,MD,2.0,18.63802450142154,0.0,58.160210398291035,384794.0,,0,78.0
NorcrossDon Norcross (D),$2187063,$15294,0.70%,Raised over $100k,D,Democrat,2187063,15294,0.7,Don Norcross,88.9,auto,Donald,Norcross,Donald Norcross,Democrat,rep,NJ,N000188,DonaldNorcross,Q1 (lowest),full_house,donaldnorcross,-0.42,0.339,-0.383,0.344,1057.0,0.42,NJ,1.0,17.841356007311795,0.0,57.831939289868714,361060.0,7.0,0,66.0
WilliamsRoger Williams (R),$1858870,$12991,0.70%,Raised over $100k,R,Republican,1858870,12991,0.7,Roger Williams,100.0,auto,Roger,Williams,Roger Williams,Republican,rep,TX,W000816,RepRWilliams,Q1 (lowest),full_house,reprwilliams,0.594,0.062,0.638,-0.024,1038.0,0.594,TX,25.0,98.74500855675984,0.0,99.37250427837992,264703.0,7.0,0,75.0
WilsonFrederica Wilson (D),$485428,$3315,0.68%,Raised over $100k,D,Democrat,485428,3315,0.68,Frederica Wilson,91.4,auto,Frederica,Wilson,Frederica S. Wilson,Democrat,rep,FL,W000808,RepWilson,Q1 (lowest),full_house,repwilson,-0.476,-0.004,-0.473,0.041,982.0,0.476,FL,24.0,36.47982408224435,0.0,68.23606033866969,285588.0,8.0,1,82.0
SessionsPete Sessions (R),$1239311,$8184,0.66%,Raised over $100k,R,Republican,1239311,8184,0.66,Pete Sessions,100.0,auto,Pete,Sessions,Pete Sessions,Republican,rep,TX,S000250,PeteSessions,Q1 (lowest),full_house,petesessions,0.584,0.171,0.551,0.222,1062.0,0.584,TX,17.0,32.696311872513256,0.0,66.34815593625663,291042.0,14.0,0,69.0
TurnerMichael R Turner (R),$1237218,$8136,0.66%,Raised over $100k,R,Republican,1237218,8136,0.66,Michael R Turner,97.0,auto,Michael,Turner,Michael R. Turner,Republican,rep,OH,T000463,RepMikeTurner,Q1 (lowest),full_house,repmiketurner,0.265,0.259,0.234,0.476,1043.0,0.265,OH,10.0,18.415572925938513,0.0,57.63919233113776,370746.0,12.0,0,64.0
SimpsonMike Simpson (R),$1543835,$9444,0.61%,Raised over $100k,R,Republican,1543835,9444,0.61,Mike Simpson,73.3,auto,Michael,Simpson,Michael K. Simpson,Republican,rep,ID,S001148,CongMikeSimpson,Q1 (lowest),full_house,congmikesimpson,0.296,0.314,0.285,0.451,1073.0,0.296,ID,2.0,28.911540813135627,0.0,58.36892143547235,428514.0,14.0,0,74.0
PalloneFrank Pallone Jr. (D),$3455759,$20693,0.60%,Raised over $100k,D,Democrat,3455759,20693,0.6,Frank Pallone Jr.,97.1,auto,Frank,Pallone,"Frank Pallone, Jr.",Democrat,rep,NJ,P000034,FrankPallone,Q1 (lowest),full_house,frankpallone,-0.402,-0.162,-0.322,-0.187,1116.0,0.402,NJ,6.0,15.725712178239661,0.0,56.07035013715049,303681.0,20.0,0,73.0
TimmonsWilliam Timmons (R),$1329634,$7814,0.59%,Raised over $100k,R,Republican,1329634,7814,0.59,William Timmons,83.3,auto,William,Timmons,William R. Timmons IV,Republican,rep,SC,T000480,RepTimmons,Q1 (lowest),full_house,reptimmons,0.6,0.051,0.625,-0.032,1115.0,0.6,SC,4.0,22.499090683401946,0.0,59.73084228697455,346414.0,4.0,0,40.0
GarciaSylvia Garcia (D),$929198,$5347,0.58%,Raised over $100k,D,Democrat,929198,5347,0.58,Sylvia Garcia,89.7,auto,Sylvia,Garcia,Sylvia R. Garcia,Democrat,rep,TX,G000587,RepSylviaGarcia,Q1 (lowest),full_house,repsylviagarcia,-0.771,0.319,-0.486,-0.193,1080.0,0.771,TX,29.0,30.582291454513204,0.0,65.2911457272566,152209.0,4.0,1,74.0
MfumeKweisi Mfume (D),$526322,$2859,0.54%,Raised over $100k,D,Democrat,526322,2859,0.54,Kweisi Mfume,100.0,auto,Kweisi,Mfume,Kweisi Mfume,Democrat,rep,MD,M000687,RepKweisiMfume,Q1 (lowest),full_house,repkweisimfume,-0.44,-0.328,-0.417,-0.146,1084.0,0.44,MD,7.0,63.09088465104416,0.0,80.25484512488927,290137.0,9.0,0,76.0
MenendezRob Menendez (D),$2371989,$12811,0.54%,Raised over $100k,D,Democrat,2371989,12811,0.54,Rob Menendez,88.9,auto,Robert,Menendez,Robert Menendez,Democrat,rep,NJ,M001226,RepMenendez,Q1 (lowest),full_house,repmenendez,-0.521,0.247,-0.487,0.216,1105.0,0.521,NJ,8.0,24.5379005412548,0.0,59.17414174268798,196765.0,2.0,0,39.0
BoyleBrendan Boyle (D),$2328291,$12559,0.54%,Raised over $100k,D,Democrat,2328291,12559,0.54,Brendan Boyle,89.7,auto,Brendan,Boyle,Brendan F. Boyle,Democrat,rep,PA,B001296,CongBoyle,Q1 (lowest),full_house,congboyle,-0.381,0.146,-0.345,0.194,1083.0,0.381,PA,2.0,42.92112777904857,0.0,71.46056388952428,271046.0,6.0,0,47.0
ArmstrongKelly Armstrong (R),$661893,$3519,0.53%,Raised over $100k,R,Republican,661893,3519,0.53,Kelly Armstrong,100.0,manual,,,Kelly Armstrong,Republican,rep,ND,A000377,RepArmstrongND,Q1 (lowest),full_house,reparmstrongnd,0.449,0.064,0.419,0.064,1055.0,0.449,ND,1.0,,,,,,0,48.0
MeuserDan Meuser (R),$1749222,$9025,0.52%,Raised over $100k,R,Republican,1749222,9025,0.52,Dan Meuser,87.0,auto,Daniel,Meuser,Daniel Meuser,Republican,rep,PA,M001204,RepMeuser,Q1 (lowest),full_house,repmeuser,0.492,0.197,0.464,0.101,1081.0,0.492,PA,9.0,41.01982207359566,0.0,70.50991103679783,391735.0,4.0,0,60.0
GoodenLance Gooden (R),$1136644,$5752,0.51%,Raised over $100k,R,Republican,1136644,5752,0.51,Lance Gooden,100.0,auto,Lance,Gooden,Lance Gooden,Republican,rep,TX,G000589,Lancegooden,Q1 (lowest),full_house,lancegooden,0.717,-0.051,0.609,-0.099,1105.0,0.717,TX,5.0,28.167337452525366,0.0,64.08366872626269,299897.0,4.0,0,42.0
ArringtonJodey Arrington (R),$3247143,$16135,0.50%,Raised over $100k,R,Republican,3247143,16135,0.5,Jodey Arrington,90.9,auto,Jodey,Arrington,Jodey C. Arrington,Republican,rep,TX,A000375,RepArrington,Q1 (lowest),full_house,reparrington,0.643,0.0,0.613,0.052,1064.0,0.643,TX,19.0,70.38535898639137,0.0,80.69450961989676,266375.0,5.0,0,52.0
ThanedarShri Thanedar (D),$9477463,$44352,0.47%,Raised over $100k,D,Democrat,9477463,44352,0.47,Shri Thanedar,100.0,auto,Shri,Thanedar,Shri Thanedar,Democrat,rep,MI,T000488,RepShriThanedar,Q1 (lowest),full_house,repshrithanedar,-0.357,-0.034,-0.351,-0.044,1118.0,0.357,MI,13.0,44.107396572039704,0.0,68.64252648072899,321649.0,2.0,0,69.0
ObernolteJay Obernolte (R),$1365378,$6374,0.47%,Raised over $100k,R,Republican,1365378,6374,0.47,Jay Obernolte,100.0,auto,Jay,Obernolte,Jay Obernolte,Republican,rep,CA,O000019,JayObernolte,Q1 (lowest),full_house,jayobernolte,0.314,0.293,0.316,0.298,1108.0,0.314,CA,23.0,20.284388462859965,0.0,60.14219423142998,264849.0,3.0,0,54.0
BeanAaron Bean (R),$1729436,$7757,0.45%,Raised over $100k,R,Republican,1729436,7757,0.45,Aaron Bean,100.0,auto,Aaron,Bean,Aaron Bean,Republican,rep,FL,B001314,RepAaronBean,Q1 (lowest),full_house,repaaronbean,0.69,-0.154,0.668,-0.15,1115.0,0.69,FL,4.0,14.536409260742268,0.0,57.25880586791777,388349.0,2.0,0,57.0
CohenSteve Cohen (D),$657841,$2949,0.45%,Raised over $100k,D,Democrat,657841,2949,0.45,Steve Cohen,100.0,auto,Steve,Cohen,Steve Cohen,Democrat,rep,TN,C001068,RepCohen,Q1 (lowest),full_house,repcohen,-0.389,-0.294,-0.351,-0.048,1070.0,0.389,TN,9.0,45.64578928311198,0.0,71.30972762993791,223703.0,10.0,0,75.0
KustoffDavid Kustoff (R),$2410700,$10759,0.45%,Raised over $100k,R,Republican,2410700,10759,0.45,David Kustoff,100.0,auto,David,Kustoff,David Kustoff,Republican,rep,TN,K000392,RepDavidKustoff,Q1 (lowest),full_house,repdavidkustoff,0.542,0.34,0.581,0.446,1088.0,0.542,TN,8.0,46.75323112107488,0.0,72.34431187277131,332315.0,5.0,0,58.0
MillerCarol Miller (R),$1708912,$7411,0.43%,Raised over $100k,R,Republican,1708912,7411,0.43,Carol Miller,88.9,auto,Carol,Miller,Carol D. Miller,Republican,rep,WV,M001205,RepCarolMiller,Q1 (lowest),full_house,repcarolmiller,0.527,0.106,0.614,0.155,1099.0,0.527,WV,1.0,40.2106767271048,0.0,66.36026475448638,344319.0,4.0,1,74.0
AmodeiMark Amodei (R),$1277056,$5525,0.43%,Raised over $100k,R,Republican,1277056,5525,0.43,Mark Amodei,88.0,auto,Mark,Amodei,Mark E. Amodei,Republican,rep,NV,A000369,MarkAmodeiNV2,Q1 (lowest),full_house,markamodeinv2,0.384,0.211,0.418,0.331,1108.0,0.384,NV,2.0,18.98349283254585,0.0,55.03698846800673,399584.0,8.0,0,66.0
LynchStephen Lynch (D),$709924,$3036,0.43%,Raised over $100k,D,Democrat,709924,3036,0.43,Stephen Lynch,89.7,auto,Stephen,Lynch,Stephen F. Lynch,Democrat,rep,MA,L000562,RepStephenLynch,Q1 (lowest),full_house,repstephenlynch,-0.342,0.048,-0.306,0.098,1095.0,0.342,MA,8.0,38.915747158512396,0.0,66.73052314545953,397767.0,13.0,0,69.0
GravesGarret Graves (R),$2444756,$9788,0.40%,Raised over $100k,R,Republican,2444756,9788,0.4,Garret Graves,100.0,manual,,,Garret Graves,Republican,rep,LA,G000577,RepGarretGraves,Q1 (lowest),full_house,repgarretgraves,0.425,0.049,0.397,0.017,1102.0,0.425,LA,6.0,13.034357656072125,0.0,50.77913610982559,296033.0,,0,52.0
CorreaLou Correa (D),$1374209,$5236,0.38%,Raised over $100k,D,Democrat,1374209,5236,0.38,Lou Correa,75.0,auto,J.,Correa,J. Luis Correa,Democrat,rep,CA,C001110,RepLouCorrea,Q1 (lowest),full_house,reploucorrea,-0.284,0.171,-0.287,-0.052,1075.0,0.284,CA,46.0,26.850992938682012,0.0,63.425496469341006,211292.0,5.0,0,66.0
SmithAdrian Smith (R),$1995681,$7209,0.36%,Raised over $100k,R,Republican,1995681,7209,0.36,Adrian Smith,100.0,auto,Adrian,Smith,Adrian Smith,Republican,rep,NE,S001172,RepAdrianSmith,Q1 (lowest),full_house,repadriansmith,0.509,0.255,0.513,0.347,1090.0,0.509,NE,3.0,60.83668023040744,0.0,80.41834011520372,302768.0,10.0,0,54.0
RutherfordJohn Rutherford (R),$892110,$3058,0.34%,Raised over $100k,R,Republican,892110,3058,0.34,John Rutherford,90.9,auto,John,Rutherford,John H. Rutherford,Republican,rep,FL,R000609,RepRutherfordFL,Q1 (lowest),full_house,reprutherfordfl,0.434,0.066,0.439,0.124,1105.0,0.434,FL,5.0,26.151948762450957,0.0,63.07326252641111,424064.0,5.0,0,72.0
FergusonDrew Ferguson (R),$818067,$2593,0.32%,Raised over $100k,R,Republican,818067,2593,0.32,A. Drew Ferguson IV,100.0,manual,,,A. Drew Ferguson IV,Republican,rep,GA,F000465,RepDrewFerguson,Q1 (lowest),full_house,repdrewferguson,0.585,0.251,0.53,0.278,1067.0,0.585,GA,3.0,32.610949888898325,0.0,66.30547494444916,411785.0,,0,58.0
TorresNorma Torres (D),$932869,$2897,0.31%,Raised over $100k,D,Democrat,932869,2897,0.31,Norma Torres,88.9,auto,Norma,Torres,Norma J. Torres,Democrat,rep,CA,T000474,NormaJTorres,Q1 (lowest),full_house,normajtorres,-0.364,0.071,-0.408,0.195,1110.0,0.364,CA,35.0,16.814454839331212,0.0,58.40722741966561,233555.0,6.0,1,59.0
CostaJim Costa (D),$1680778,$4980,0.30%,Raised over $100k,D,Democrat,1680778,4980,0.3,Jim Costa,100.0,auto,Jim,Costa,Jim Costa,Democrat,rep,CA,C001059,RepJimCosta,Q1 (lowest),full_house,repjimcosta,-0.199,0.449,-0.301,0.554,1055.0,0.199,CA,21.0,5.147521364898658,1.0,52.57376068244933,195531.0,11.0,0,72.0
RogersHal Rogers (R),$1052277,$3005,0.29%,Raised over $100k,R,Republican,1052277,3005,0.29,Hal Rogers,87.0,auto,Harold,Rogers,Harold Rogers,Republican,rep,KY,R000395,RepHalRogers,Q1 (lowest),full_house,rephalrogers,0.333,0.154,0.359,0.781,1065.0,0.333,KY,5.0,100.0,0.0,100.0,261407.0,23.0,0,87.0
CardenasTony Cardenas (D),$591968,$1680,0.28%,Raised over $100k,D,Democrat,591968,1680,0.28,Tony Cárdenas,100.0,manual,,,Tony Cárdenas,Democrat,rep,CA,C001097,RepCardenas,Q1 (lowest),full_house,repcardenas,-0.39,-0.046,-0.478,-0.234,1080.0,0.39,CA,29.0,39.55342750588975,0.0,69.77671375294487,209686.0,,0,61.0
JoyceJohn Joyce (R),$1630617,$4164,0.26%,Raised over $100k,R,Republican,1630617,4164,0.26,John Joyce,100.0,auto,John,Joyce,John Joyce,Republican,rep,PA,J000302,RepJohnJoyce,Q1 (lowest),full_house,repjohnjoyce,0.58,-0.038,0.582,-0.058,1116.0,0.58,PA,13.0,48.399022356337824,0.0,74.1995111781689,406283.0,4.0,0,67.0
FleischmannChuck Fleischmann (R),$1889740,$4653,0.25%,Raised over $100k,R,Republican,1889740,4653,0.25,Chuck Fleischmann,72.3,auto,Charles,Fleischmann,"Charles J. ""Chuck"" Fleischmann",Republican,rep,TN,F000459,RepChuck,Q1 (lowest),full_house,repchuck,0.432,0.395,0.336,0.323,1117.0,0.432,TN,3.0,38.15795483090133,0.0,67.51358726678998,350328.0,8.0,0,62.0
TroneDavid Trone (D),$63589345,$153586,0.24%,Raised over $100k,D,Democrat,63589345,153586,0.24,Dina Titus,100.0,manual,,,Dina Titus,Democrat,rep,NV,T000468,RepDinaTitus,Q1 (lowest),full_house,repdinatitus,-0.297,-0.159,-0.284,0.021,1074.0,0.297,NV,1.0,7.505442878423295,1.0,51.993038070728005,322899.0,8.0,1,74.0
PalmerGary Palmer (R),$1714523,$4120,0.24%,Raised over $100k,R,Republican,1714523,4120,0.24,Gary Palmer,88.0,auto,Gary,Palmer,Gary J. Palmer,Republican,rep,AL,P000609,USRepGaryPalmer,Q1 (lowest),full_house,usrepgarypalmer,0.674,0.116,0.675,0.136,1100.0,0.674,AL,6.0,40.74633970429139,0.0,70.31835557158313,346625.0,6.0,0,70.0
VargasJuan Vargas (D),$790625,$1857,0.23%,Raised over $100k,D,Democrat,790625,1857,0.23,Juan Vargas,100.0,auto,Juan,Vargas,Juan Vargas,Democrat,rep,CA,V000130,RepJuanVargas,Q1 (lowest),full_house,repjuanvargas,-0.4,0.02,-0.326,-0.281,1109.0,0.4,CA,52.0,32.61845540162791,0.0,66.30922770081395,259718.0,7.0,0,63.0
GrangerKay Granger (R),$975070,$2160,0.22%,Raised over $100k,R,Republican,975070,2160,0.22,Kay Granger,100.0,manual,,,Kay Granger,Republican,rep,TX,G000377,RepKayGranger,Q1 (lowest),full_house,repkaygranger,0.403,0.243,0.456,0.462,847.0,0.403,TX,12.0,26.90761160727427,0.0,63.45380580363713,339718.0,,0,81.0
MeeksGregory Meeks (D),$3025012,$6535,0.22%,Raised over $100k,D,Democrat,3025012,6535,0.22,Gregory Meeks,89.7,auto,Gregory,Meeks,Gregory W. Meeks,Democrat,rep,NY,M001137,RepGregoryMeeks,Q1 (lowest),full_house,repgregorymeeks,-0.415,-0.062,-0.518,0.192,1097.0,0.415,NY,5.0,45.83176098049188,0.0,69.08439843147549,243796.0,15.0,0,71.0
Diaz-BalartMario Diaz-Balart (R),$2358126,$4745,0.20%,Raised over $100k,R,Republican,2358126,4745,0.2,Mario Diaz-Balart,100.0,auto,Mario,Diaz-Balart,Mario Diaz-Balart,Republican,rep,FL,D000600,MarioDB,Q1 (lowest),full_house,mariodb,0.281,0.162,0.312,0.395,1045.0,0.281,FL,26.0,41.83451910236359,0.0,70.9172595511818,306271.0,12.0,0,63.0
MooreBlake Moore (R),$2464666,$4478,0.18%,Raised over $100k,R,Republican,2464666,4478,0.18,Blake Moore,88.0,auto,Blake,Moore,Blake D. Moore,Republican,rep,UT,M001213,RepBlakeMoore,Q1 (lowest),full_house,repblakemoore,0.369,0.32,0.381,0.362,1101.0,0.369,UT,1.0,31.06246327498325,0.0,63.12603342488965,365895.0,3.0,0,44.0
