Name,Total Raised,Total from Small Donors,Percent from Small Donors*,total money raised,party_code,party_full,Total Raised_num,Total from Small Donors_num,pct_small_donors,clean_name,match_score,match_method,first,last,official_full,party,chamber,state,bioguide,twitter,quartile,sample_method,state_abbrev,district_code,margin_of_victory,competitive,winner_share,total_votes,handle_lower,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2,nominate_abs
McIverLaMonica McIver (D),$637119,$28827,4.52%,Raised over $100k,D,Democrat,637119,28827,4.52,LaMonica McIver,100.0,auto,LaMonica,McIver,LaMonica McIver,Democrat,rep,NJ,M001229,RepLaMonica,Q2,full_house,NJ,10.0,52.17784174309112,0.0,74.42237005114953,244577.0,replamonica,-0.557,-0.188,-0.398,-0.25,0.557
HimesJim Himes (D),$2112633,$95194,4.51%,Raised over $100k,D,Democrat,2112633,95194,4.51,James A. Himes,100.0,manual,,,James A. Himes,Democrat,rep,CT,H001047,jahimes,Q2,full_house,CT,4.0,23.71790778362632,0.0,61.057237644325646,328857.0,jahimes,-0.241,-0.207,-0.264,-0.013,0.241
WassermanDebbie Wasserman Schultz (D),$2865663,$127672,4.46%,Raised over $100k,D,Democrat,2865663,127672,4.46,Debbie Wasserman Schultz,100.0,manual,,,Debbie Wasserman Schultz,Democrat,rep,FL,W000797,RepDWStweets,Q2,full_house,FL,25.0,8.955363048564799,1.0,54.47170817416541,343191.0,repdwstweets,-0.413,0.104,-0.382,0.257,0.413
McCollumBetty McCollum (D),$1758278,$76391,4.34%,Raised over $100k,D,Democrat,1758278,76391,4.34,Betty McCollum,100.0,auto,Betty,McCollum,Betty McCollum,Democrat,rep,MN,M001143,BettyMcCollum04,Q2,full_house,MN,4.0,34.672878299814705,0.0,67.25016133812316,361043.0,bettymccollum04,-0.419,-0.186,-0.493,-0.114,0.419
FrankelLois Frankel (D),$1859626,$80239,4.31%,Raised over $100k,D,Democrat,1859626,80239,4.31,Lois Frankel,100.0,auto,Lois,Frankel,Lois Frankel,Democrat,rep,FL,F000462,RepLoisFrankel,Q2,full_house,FL,22.0,9.911245829426264,1.0,54.95562291471313,366856.0,reploisfrankel,-0.396,-0.022,-0.398,0.187,0.396
ClydeAndrew Clyde (R),$561936,$24143,4.30%,Raised over $100k,R,Republican,561936,24143,4.3,Andrew Clyde,88.9,auto,Andrew,Clyde,Andrew S. Clyde,Republican,rep,GA,C001116,Rep_Clyde,Q2,full_house,GA,9.0,38.00965337460795,0.0,69.00482668730398,392816.0,rep_clyde,0.828,-0.138,0.914,-0.047,0.828
CleaverEmanuel Cleaver (D),$1384776,$59479,4.30%,Raised over $100k,D,Democrat,1384776,59479,4.3,Emanuel Cleaver,100.0,auto,Emanuel,Cleaver,Emanuel Cleaver,Democrat,rep,MO,C001061,RepCleaver,Q2,full_house,MO,5.0,23.783098192685785,0.0,60.22372254307397,331929.0,repcleaver,-0.454,0.0,-0.447,-0.168,0.454
HudsonRichard Hudson (R),$3947101,$168431,4.27%,Raised over $100k,R,Republican,3947101,168431,4.27,Richard Hudson,100.0,auto,Richard,Hudson,Richard Hudson,Republican,rep,NC,H001067,RepRichHudson,Q2,full_house,NC,9.0,18.545769372006312,0.0,56.29990591754517,373077.0,reprichhudson,0.524,0.205,0.504,0.241,0.524
DavisDanny K Davis (D),$818234,$34904,4.27%,Raised over $100k,D,Democrat,818234,34904,4.27,Danny K Davis,96.3,auto,Danny,Davis,Danny K. Davis,Democrat,rep,IL,D000096,RepDannyDavis,Q2,full_house,IL,7.0,66.5576151404444,0.0,83.25148230220998,267152.0,repdannydavis,-0.487,-0.266,-0.489,-0.268,0.487
PlaskettStacey Plaskett (D),$668165,$28070,4.20%,Raised over $100k,D,Democrat,668165,28070,4.2,Stacey Plaskett,90.9,auto,Stacey,Plaskett,Stacey E. Plaskett,Democrat,rep,VI,P000610,StaceyPlaskett,Q2,full_house,VI,0.0,,,,,staceyplaskett,-0.473,0.565,-0.499,0.647,0.473
ThompsonMike Thompson (D),$2423434,$100836,4.16%,Raised over $100k,D,Democrat,2423434,100836,4.16,Mike Thompson,100.0,auto,Mike,Thompson,Mike Thompson,Democrat,rep,CA,T000460,RepThompson,Q2,full_house,CA,4.0,32.91117077156531,0.0,66.45558538578265,342680.0,repthompson,-0.392,0.071,-0.372,0.12,0.392
BostMike Bost (R),$3092672,$128100,4.14%,Raised over $100k,R,Republican,3092672,128100,4.14,Mike Bost,100.0,auto,Mike,Bost,Mike Bost,Republican,rep,IL,B001295,RepBost,Q2,full_house,IL,12.0,48.38546469402578,0.0,74.19273234701289,367629.0,repbost,0.401,-0.046,0.515,-0.11,0.401
ColeTom Cole (R),$5570716,$227840,4.09%,Raised over $100k,R,Republican,5570716,227840,4.09,Tom Cole,100.0,auto,Tom,Cole,Tom Cole,Republican,rep,OK,C001053,TomColeOK04,Q2,full_house,OK,4.0,36.97585105376331,0.0,65.24620439647212,306473.0,tomcoleok04,0.323,0.413,0.332,0.75,0.323
WatsonBonnie Watson Coleman (D),$929386,$37879,4.08%,Raised over $100k,D,Democrat,929386,37879,4.08,Bonnie Watson Coleman,100.0,manual,,,Bonnie Watson Coleman,Democrat,rep,NJ,W000822,RepBonnie,Q2,full_house,NJ,12.0,24.761860349437285,0.0,61.2046881800659,321660.0,repbonnie,-0.594,-0.223,-0.479,-0.399,0.594
CarsonAndre Carson (D),$820449,$32957,4.02%,Raised over $100k,D,Democrat,820449,32957,4.02,Andre Carson,91.7,auto,André,Carson,André Carson,Democrat,rep,IN,C001072,RepAndreCarson,Q2,full_house,IN,7.0,39.38849449564208,0.0,68.34038831812103,272148.0,repandrecarson,-0.435,0.027,-0.494,-0.153,0.435
KennedyTimothy Kennedy (D),$2598886,$103941,4.00%,Raised over $100k,D,Democrat,2598886,103941,4.0,Timothy Kennedy,90.9,auto,Timothy,Kennedy,Timothy M. Kennedy,Democrat,rep,NY,K000402,reptimkennedy,Q2,full_house,NY,26.0,27.92987231457576,0.0,55.68509713671569,342404.0,reptimkennedy,-0.381,0.28,-0.372,0.295,0.381
KeanThomas H Kean Jr. (R),$5922881,$232027,3.92%,Raised over $100k,R,Republican,5922881,232027,3.92,Thomas H Kean Jr.,94.4,auto,Thomas,Kean,"Thomas H. Kean, Jr.",Republican,rep,NJ,K000398,CongressmanKean,Q2,full_house,NJ,7.0,5.402435801742243,1.0,51.76913198484926,431398.0,congressmankean,0.2,0.354,0.194,0.372,0.2
BrecheenJosh Brecheen (R),$331851,$12860,3.88%,Raised over $100k,R,Republican,331851,12860,3.88,Josh Brecheen,100.0,auto,Josh,Brecheen,Josh Brecheen,Republican,rep,OK,B001317,repbrecheen,Q2,full_house,OK,2.0,52.73171871349583,0.0,74.1758430028814,321025.0,repbrecheen,0.844,-0.481,0.853,-0.477,0.844
LaHoodDarin LaHood (R),$3734144,$144062,3.86%,Raised over $100k,R,Republican,3734144,144062,3.86,Darin LaHood,100.0,auto,Darin,LaHood,Darin LaHood,Republican,rep,IL,L000585,RepLaHood,Q2,full_house,IL,16.0,99.8823559664168,0.0,99.9411779832084,311108.0,replahood,0.461,0.221,0.465,0.236,0.461
AguilarPete Aguilar (D),$5808795,$223890,3.85%,Raised over $100k,D,Democrat,5808795,223890,3.85,Pete Aguilar,100.0,auto,Pete,Aguilar,Pete Aguilar,Democrat,rep,CA,A000371,RepPeteAguilar,Q2,full_house,CA,33.0,17.626835280248635,0.0,58.81341764012432,233275.0,reppeteaguilar,-0.326,0.142,-0.511,0.315,0.326
LarsonJohn Larson (D),$1522651,$58687,3.85%,Raised over $100k,D,Democrat,1522651,58687,3.85,John Larson,88.0,auto,John,Larson,John B. Larson,Democrat,rep,CT,L000557,RepJohnLarson,Q2,full_house,CT,1.0,25.03101530491828,0.0,59.84834272365818,330482.0,repjohnlarson,-0.396,-0.039,-0.419,0.11,0.396
GarciaJesus Garcia (D),$798895,$30653,3.84%,Raised over $100k,D,Democrat,798895,30653,3.84,"Jesús G. ""Chuy"" García",100.0,manual,,,"Jesús G. ""Chuy"" García",Democrat,rep,IL,G000586,RepChuyGarcia,Q2,full_house,IL,4.0,40.22364774511135,0.0,67.5124517917014,206396.0,repchuygarcia,-0.432,-0.88,-0.418,-0.909,0.432
VelazquezNydia Velazquez (D),$464287,$17362,3.74%,Raised over $100k,D,Democrat,464287,17362,3.74,Nydia M. Velázquez,100.0,manual,,,Nydia M. Velázquez,Democrat,rep,NY,V000081,NydiaVelazquez,Q2,full_house,NY,7.0,43.01472602018244,0.0,61.15448627467504,237335.0,nydiavelazquez,-0.547,-0.37,-0.444,-0.606,0.547
SmithAdam Smith (D),$1668647,$61281,3.67%,Raised over $100k,D,Democrat,1668647,61281,3.67,Adam Smith,100.0,auto,Adam,Smith,Adam Smith,Democrat,rep,WA,S000510,RepAdamSmith,Q2,full_house,WA,9.0,33.00381671189912,0.0,65.44264548976362,279298.0,repadamsmith,-0.291,-0.165,-0.49,0.055,0.291
KellyRobin Kelly (D),$1893899,$69494,3.67%,Raised over $100k,D,Democrat,1893899,69494,3.67,Robin Kelly,88.0,auto,Robin,Kelly,Robin L. Kelly,Democrat,rep,IL,K000385,RepRobinKelly,Q2,full_house,IL,2.0,35.113147462591826,0.0,67.54587828583061,289843.0,reprobinkelly,-0.473,-0.024,-0.551,-0.008,0.473
StricklandMarilyn Strickland (D),$2048914,$74632,3.64%,Raised over $100k,D,Democrat,2048914,74632,3.64,Marilyn Strickland,100.0,auto,Marilyn,Strickland,Marilyn Strickland,Democrat,rep,WA,S001159,RepStricklandWA,Q2,full_house,WA,10.0,17.30815643999035,0.0,58.53627702244544,348044.0,repstricklandwa,-0.446,0.365,-0.469,0.402,0.446
CarterBuddy Carter (R),$2581503,$93614,3.63%,Raised over $100k,R,Republican,2581503,93614,3.63,Buddy Carter,70.6,auto,Earl,Carter,"Earl L. ""Buddy"" Carter",Republican,rep,GA,C001103,RepBuddyCarter,Q2,full_house,GA,1.0,23.968897618987405,0.0,61.9844488094937,355857.0,repbuddycarter,0.559,0.343,0.575,0.435,0.559
DeGetteDiana DeGette (D),$1090985,$39183,3.59%,Raised over $100k,D,Democrat,1090985,39183,3.59,Diana DeGette,100.0,auto,Diana,DeGette,Diana DeGette,Democrat,rep,CO,D000197,RepDianaDeGette,Q2,full_house,CO,1.0,54.95769881556684,0.0,76.53433988459369,345735.0,repdianadegette,-0.431,-0.308,-0.407,-0.327,0.431
ScottBobby Scott (D),$866157,$30504,3.52%,Raised over $100k,D,Democrat,866157,30504,3.52,"Robert C. ""Bobby"" Scott",100.0,manual,,,"Robert C. ""Bobby"" Scott",Democrat,rep,VA,S000185,BobbyScott,Q2,full_house,VA,3.0,40.11647693839318,0.0,69.9516852896179,314397.0,bobbyscott,-0.451,-0.003,-0.404,-0.307,0.451
TorresRitchie Torres (D),$9084008,$318391,3.50%,Raised over $100k,D,Democrat,9084008,318391,3.5,Ritchie Torres,100.0,auto,Ritchie,Torres,Ritchie Torres,Democrat,rep,NY,T000486,RepRitchie,Q2,full_house,NY,15.0,51.922883131347945,0.0,69.15696518072608,188545.0,repritchie,-0.31,-0.094,-0.312,-0.008,0.31
LangworthyNick Langworthy (R),$1895322,$66077,3.49%,Raised over $100k,R,Republican,1895322,66077,3.49,Nick Langworthy,75.7,auto,Nicholas,Langworthy,Nicholas A. Langworthy,Republican,rep,NY,L000600,RepLangworthy,Q2,full_house,NY,23.0,21.510684797835125,0.0,53.80198731958322,397621.0,replangworthy,0.425,-0.033,0.418,-0.06,0.425
WebsterDaniel Webster (R),$1004828,$34920,3.48%,Raised over $100k,R,Republican,1004828,34920,3.48,Daniel Webster,100.0,auto,Daniel,Webster,Daniel Webster,Republican,rep,FL,W000806,RepWebster,Q2,full_house,FL,11.0,20.75120570937863,0.0,60.37560285468931,446003.0,repwebster,0.524,-0.076,0.503,-0.068,0.524
FryRussell Fry (R),$1473349,$50780,3.45%,Raised over $100k,R,Republican,1473349,50780,3.45,Russell Fry,100.0,auto,Russell,Fry,Russell Fry,Republican,rep,SC,F000478,RepRussellFry,Q2,full_house,SC,7.0,29.92042211114982,0.0,64.89526880152513,370329.0,reprussellfry,0.545,-0.265,0.523,-0.272,0.545
SelfKeith Self (R),$724772,$24975,3.45%,Raised over $100k,R,Republican,724772,24975,3.45,Keith Self,100.0,auto,Keith,Self,Keith Self,Republican,rep,TX,S001224,repkeithself,Q2,full_house,TX,3.0,24.90919166795799,0.0,62.454595833979,380747.0,repkeithself,0.818,-0.276,0.825,-0.227,0.818
PanettaJimmy Panetta (D),$3326588,$114385,3.44%,Raised over $100k,D,Democrat,3326588,114385,3.44,Jimmy Panetta,100.0,auto,Jimmy,Panetta,Jimmy Panetta,Democrat,rep,CA,P000613,RepJimmyPanetta,Q2,full_house,CA,19.0,38.5913482652613,0.0,69.29567413263065,364320.0,repjimmypanetta,-0.283,0.188,-0.278,0.32,0.283
RulliMichael Rulli (R),$1084894,$37054,3.42%,Raised over $100k,R,Republican,1084894,37054,3.42,Michael Rulli,89.7,auto,Michael,Rulli,Michael A. Rulli,Republican,rep,OH,R000619,RepMikeRulli,Q2,full_house,OH,6.0,33.48354258568036,0.0,66.74177129284018,368375.0,repmikerulli,0.43,-0.017,0.405,-0.087,0.43
LaMalfaDoug LaMalfa (R),$999613,$33896,3.39%,Raised over $100k,R,Republican,999613,33896,3.39,Doug LaMalfa,100.0,manual,,,Doug LaMalfa,Republican,rep,CA,L000578,RepLaMalfa,Q2,full_house,CA,1.0,30.6852782337389,0.0,65.34263911686945,319228.0,replamalfa,0.542,0.007,0.588,-0.003,0.542
GreenAl Green (D),$340453,$11538,3.39%,Raised over $100k,D,Democrat,340453,11538,3.39,Al Green,100.0,auto,Al,Green,Al Green,Democrat,rep,TX,G000553,RepAlGreen,Q2,full_house,TX,9.0,100.0,0.0,100.0,184141.0,repalgreen,-0.447,0.261,-0.499,-0.153,0.447
HorsfordSteven Horsford (D),$5361170,$181254,3.38%,Raised over $100k,D,Democrat,5361170,181254,3.38,Steven Horsford,100.0,auto,Steven,Horsford,Steven Horsford,Democrat,rep,NV,H001066,RepHorsford,Q2,full_house,NV,4.0,8.086849725772566,1.0,52.65588219357869,332206.0,rephorsford,-0.316,0.16,-0.269,0.133,0.316
LuetkemeyerBlaine Luetkemeyer (R),$1270996,$42321,3.33%,Raised over $100k,R,Republican,1270996,42321,3.33,Blaine Luetkemeyer,100.0,manual,,,Blaine Luetkemeyer,Republican,rep,MO,L000569,RepBlaine,Q2,full_house,MO,3.0,26.012133627883387,0.0,61.31023816257838,392463.0,repblaine,0.45,0.247,0.493,0.347,0.45
ClarkKatherine Clark (D),$4850379,$159971,3.30%,Raised over $100k,D,Democrat,4850379,159971,3.3,Katherine Clark,90.9,auto,Katherine,Clark,Katherine M. Clark,Democrat,rep,MA,C001101,WhipKClark,Q2,full_house,MA,5.0,52.37752863437284,0.0,75.50388331871657,379701.0,whipkclark,-0.479,-0.259,-0.515,0.008,0.479
WilliamsNikema Williams (D),$991342,$32115,3.24%,Raised over $100k,D,Democrat,991342,32115,3.24,Nikema Williams,100.0,auto,Nikema,Williams,Nikema Williams,Democrat,rep,GA,W000788,RepNikema,Q2,full_house,GA,5.0,71.35741116293414,0.0,85.67870558146707,343691.0,repnikema,-0.447,-0.397,-0.432,-0.42,0.447
ChuJudy Chu (D),$1894637,$60915,3.22%,Raised over $100k,D,Democrat,1894637,60915,3.22,Judy Chu,100.0,auto,Judy,Chu,Judy Chu,Democrat,rep,CA,C001080,RepJudyChu,Q2,full_house,CA,28.0,29.85737146921357,0.0,64.92868573460679,314944.0,repjudychu,-0.48,-0.373,-0.407,-0.429,0.48
MorelleJoseph D Morelle (D),$2122468,$68117,3.21%,Raised over $100k,D,Democrat,2122468,68117,3.21,Joseph D Morelle,97.0,auto,Joseph,Morelle,Joseph D. Morelle,Democrat,rep,NY,M001206,RepJoeMorelle,Q2,full_house,NY,25.0,15.624209727724852,0.0,52.81837435724521,379616.0,repjoemorelle,-0.333,0.156,-0.323,0.137,0.333
MullinKevin Mullin (D),$734953,$22889,3.11%,Raised over $100k,D,Democrat,734953,22889,3.11,Kevin Mullin,100.0,auto,Kevin,Mullin,Kevin Mullin,Democrat,rep,CA,M001225,RepKevinMullin,Q2,full_house,CA,15.0,46.194015417345895,0.0,73.09700770867295,289544.0,repkevinmullin,-0.493,0.007,-0.473,-0.037,0.493
GonzalezVicente Gonzalez (D),$2484862,$77250,3.11%,Raised over $100k,D,Democrat,2484862,77250,3.11,Vicente Gonzalez,100.0,auto,Vicente,Gonzalez,Vicente Gonzalez,Democrat,rep,TX,G000581,RepGonzalez,Q2,full_house,TX,34.0,2.583552496968309,1.0,51.29177624848416,200383.0,repgonzalez,-0.388,0.893,-0.349,0.937,0.388
CareyMike Carey (R),$2644015,$80421,3.04%,Raised over $100k,R,Republican,2644015,80421,3.04,Mike Carey,100.0,auto,Mike,Carey,Mike Carey,Republican,rep,OH,C001126,RepMikeCarey,Q2,full_house,OH,15.0,12.919375756652066,0.0,56.45968787832604,347749.0,repmikecarey,0.406,0.021,0.407,0.009,0.406
ClarkeYvette Clarke (D),$1095516,$32916,3.00%,Raised over $100k,D,Democrat,1095516,32916,3.0,Yvette Clarke,89.7,auto,Yvette,Clarke,Yvette D. Clarke,Democrat,rep,NY,C001067,RepYvetteClarke,Q2,full_house,NY,9.0,48.05868931923864,0.0,68.37100428683082,253334.0,repyvetteclarke,-0.606,-0.263,-0.514,-0.458,0.606
FranklinScott Franklin (R),$664056,$19575,2.95%,Raised over $100k,R,Republican,664056,19575,2.95,Scott Franklin,100.0,auto,C.,Franklin,Scott Franklin,Republican,rep,FL,F000472,RepFranklin,Q2,full_house,FL,18.0,30.606397201912955,0.0,65.30319860095648,344807.0,repfranklin,0.624,0.199,0.652,0.246,0.624
LieuTed Lieu (D),$2569823,$75354,2.93%,Raised over $100k,D,Democrat,2569823,75354,2.93,Ted Lieu,100.0,auto,Ted,Lieu,Ted Lieu,Democrat,rep,CA,L000582,RepTedLieu,Q2,full_house,CA,36.0,37.43627561894705,0.0,68.71813780947352,357987.0,reptedlieu,-0.373,-0.201,-0.371,-0.117,0.373
SchweikertDavid Schweikert (R),$4177660,$121838,2.92%,Raised over $100k,R,Republican,4177660,121838,2.92,David Schweikert,100.0,auto,David,Schweikert,David Schweikert,Republican,rep,AZ,S001183,RepDavid,Q2,full_house,AZ,1.0,3.814004013772028,1.0,51.90700200688602,434504.0,repdavid,0.552,-0.221,0.478,-0.162,0.552
MooreGwen Moore (D),$1342845,$38668,2.88%,Raised over $100k,D,Democrat,1342845,38668,2.88,Gwen Moore,100.0,auto,Gwen,Moore,Gwen Moore,Democrat,rep,WI,M001160,RepGwenMoore,Q2,full_house,WI,4.0,52.35609455489676,0.0,74.76860854009489,334282.0,repgwenmoore,-0.521,-0.271,-0.423,-0.459,0.521
AllenRichard W Allen (R),$1217539,$34588,2.84%,Raised over $100k,R,Republican,1217539,34588,2.84,Richard W Allen,78.6,auto,Rick,Allen,Rick W. Allen,Republican,rep,GA,A000372,RepRickAllen,Q2,full_house,GA,12.0,20.63844625599972,0.0,60.319223127999855,341266.0,reprickallen,0.69,0.274,0.636,0.269,0.69
VanBeth Van Duyne (R),$3124044,$88454,2.83%,Raised over $100k,R,Republican,3124044,88454,2.83,Gabe Vasquez,100.0,manual,,,Gabe Vasquez,Democrat,rep,NM,V000136,RepGabeVasquez,Q2,full_house,NM,2.0,4.157966546309773,1.0,52.07898327315489,265322.0,repgabevasquez,-0.325,0.554,-0.303,0.494,0.325
CarbajalSalud Carbajal (D),$2014463,$57016,2.83%,Raised over $100k,D,Democrat,2014463,57016,2.83,Salud Carbajal,90.3,auto,Salud,Carbajal,Salud O. Carbajal,Democrat,rep,CA,C001112,RepCarbajal,Q2,full_house,CA,24.0,25.393965761404356,0.0,62.69698288070218,342479.0,repcarbajal,-0.325,0.1,-0.429,0.23,0.325
EdwardsChuck Edwards (R),$1211362,$34041,2.81%,Raised over $100k,R,Republican,1211362,34041,2.81,Chuck Edwards,100.0,auto,Charles (Chuck),Edwards,Chuck Edwards,Republican,rep,NC,E000246,RepChuckEdwards,Q2,full_house,NC,11.0,13.54124520545728,0.0,56.77062260272864,432523.0,repchuckedwards,0.373,0.408,0.381,0.476,0.373
GriffithMorgan Griffith (R),$1002134,$28088,2.80%,Raised over $100k,R,Republican,1002134,28088,2.8,Morgan Griffith,90.9,auto,H.,Griffith,H. Morgan Griffith,Republican,rep,VA,G000568,RepMGriffith,Q2,full_house,VA,9.0,45.1600272344331,0.0,72.48673817783686,400963.0,repmgriffith,0.509,-0.335,0.446,-0.276,0.509
WomackSteve Womack (R),$2464039,$68506,2.78%,Raised over $100k,R,Republican,2464039,68506,2.78,Steve Womack,100.0,auto,Steve,Womack,Steve Womack,Republican,rep,AR,W000809,Rep_SteveWomack,Q2,full_house,AR,3.0,32.033917444965525,0.0,63.80312470938343,301084.0,rep_stevewomack,0.347,0.636,0.37,0.929,0.347
AlfordMark Alford (R),$1303886,$36162,2.77%,Raised over $100k,R,Republican,1303886,36162,2.77,Mark Alford,100.0,auto,Mark,Alford,Mark Alford,Republican,rep,MO,A000379,RepMarkAlford,Q2,full_house,MO,4.0,44.65949859993,0.0,71.06613143157158,365696.0,repmarkalford,0.562,0.064,0.588,0.04,0.562
BishopSanford Bishop (D),$1890477,$52140,2.76%,Raised over $100k,D,Democrat,1890477,52140,2.76,Sanford Bishop,77.8,auto,Sanford,Bishop,"Sanford D. Bishop, Jr.",Democrat,rep,GA,B000490,SanfordBishop,Q2,full_house,GA,2.0,12.657559495809616,0.0,56.32877974790481,312501.0,sanfordbishop,-0.289,0.447,-0.44,0.455,0.289
MagazinerSeth Magaziner (D),$1966159,$52629,2.68%,Raised over $100k,D,Democrat,1966159,52629,2.68,Seth Magaziner,100.0,auto,Seth,Magaziner,Seth Magaziner,Democrat,rep,RI,M001223,Rep_Magaziner,Q2,full_house,RI,2.0,16.72157279489904,0.0,58.23553969940792,263480.0,rep_magaziner,-0.312,0.131,-0.342,0.222,0.312
ValadaoDavid Valadao (R),$4873747,$130413,2.68%,Raised over $100k,R,Republican,4873747,130413,2.68,David Valadao,89.7,auto,David,Valadao,David G. Valadao,Republican,rep,CA,V000129,RepDavidValadao,Q2,full_house,CA,22.0,6.842102121105384,1.0,53.42105106055269,167507.0,repdavidvaladao,0.255,0.435,0.264,0.653,0.255
BaconDon Bacon (R),$6328059,$169262,2.67%,Raised over $100k,R,Republican,6328059,169262,2.67,Don Bacon,100.0,auto,Don,Bacon,Don Bacon,Republican,rep,NE,B001298,RepDonBacon,Q2,full_house,NE,2.0,1.8530233622725876,1.0,50.92651168113629,314567.0,repdonbacon,0.281,0.182,0.237,0.372,0.281
MoranNathaniel Moran (R),$1060132,$27967,2.64%,Raised over $100k,R,Republican,1060132,27967,2.64,Nathaniel Moran,100.0,auto,Nathaniel,Moran,Nathaniel Moran,Republican,rep,TX,M001224,RepNateMoran,Q2,full_house,TX,1.0,100.0,0.0,100.0,258523.0,repnatemoran,0.585,0.567,0.571,0.546,0.585
KellyTrent Kelly (R),$1278331,$33712,2.64%,Raised over $100k,R,Republican,1278331,33712,2.64,Trent Kelly,100.0,auto,Trent,Kelly,Trent Kelly,Republican,rep,MS,K000388,RepTrentKelly,Q2,full_house,MS,1.0,39.61834110763505,0.0,69.80917055381752,320286.0,reptrentkelly,0.637,0.292,0.693,0.385,0.637
GarbarinoAndrew Garbarino (R),$3760308,$98845,2.63%,Raised over $100k,R,Republican,3760308,98845,2.63,Andrew Garbarino,91.4,auto,Andrew,Garbarino,Andrew R. Garbarino,Republican,rep,NY,G000597,RepGarbarino,Q2,full_house,NY,2.0,13.89005166393109,0.0,49.673933398693535,363116.0,repgarbarino,0.244,0.236,0.222,0.285,0.244
SewellTerri Sewell (D),$3026359,$78204,2.58%,Raised over $100k,D,Democrat,3026359,78204,2.58,Terri Sewell,88.9,auto,Terri,Sewell,Terri A. Sewell,Democrat,rep,AL,S001185,RepTerriSewell,Q2,full_house,AL,7.0,27.423436327672057,0.0,63.68017188459177,293220.0,repterrisewell,-0.402,0.394,-0.522,0.361,0.402
LattaBob Latta (R),$1978670,$50117,2.53%,Raised over $100k,R,Republican,1978670,50117,2.53,Robert E. Latta,100.0,manual,,,Robert E. Latta,Republican,rep,OH,L000566,BobLatta,Q2,full_house,OH,5.0,35.020876413218296,0.0,67.51043820660915,378657.0,boblatta,0.508,0.288,0.483,0.245,0.508
HolmesEleanor Holmes Norton (D),$286817,$7167,2.50%,Raised over $100k,D,Democrat,286817,7167,2.5,Eleanor Holmes Norton,100.0,manual,,,Eleanor Holmes Norton,Democrat,rep,DC,N000147,EleanorNorton,Q2,full_house,DC,0.0,,,,,eleanornorton,-0.491,-0.114,-0.434,-0.257,0.491
ThompsonGlenn Thompson (R),$2819758,$69998,2.48%,Raised over $100k,R,Republican,2819758,69998,2.48,Glenn Thompson,100.0,auto,Glenn,Thompson,Glenn Thompson,Republican,rep,PA,T000467,CongressmanGT,Q2,full_house,PA,15.0,42.93134580660033,0.0,71.46567290330017,390435.0,congressmangt,0.335,0.338,0.367,0.29,0.335
EvansDwight Evans (D),$975610,$24107,2.47%,Raised over $100k,D,Democrat,975610,24107,2.47,Dwight Evans,100.0,auto,Dwight,Evans,Dwight Evans,Democrat,rep,PA,E000296,RepDwightEvans,Q2,full_house,PA,3.0,100.0,0.0,100.0,340223.0,repdwightevans,-0.47,-0.152,-0.474,-0.266,0.47
FletcherLizzie Fletcher (D),$2412593,$59050,2.45%,Raised over $100k,D,Democrat,2412593,59050,2.45,Lizzie Fletcher,100.0,auto,Lizzie,Fletcher,Lizzie Fletcher,Democrat,rep,TX,F000468,RepFletcher,Q2,full_house,TX,7.0,22.56668480106025,0.0,61.28334240053013,244471.0,repfletcher,-0.523,0.852,-0.525,0.851,0.523
LaLotaNick LaLota (R),$4059577,$97337,2.40%,Raised over $100k,R,Republican,4059577,97337,2.4,Nick LaLota,100.0,auto,Nicolas,LaLota,Nick LaLota,Republican,rep,NY,L000598,RepLaLota,Q2,full_house,NY,1.0,4.449890814477541,1.0,46.64823676996701,430460.0,replalota,0.25,0.088,0.254,0.096,0.25
GaramendiJohn Garamendi (D),$1093484,$25754,2.36%,Raised over $100k,D,Democrat,1093484,25754,2.36,John Garamendi,100.0,auto,John,Garamendi,John Garamendi,Democrat,rep,CA,G000559,RepGaramendi,Q2,full_house,CA,8.0,47.94125187708311,0.0,73.97062593854156,273030.0,repgaramendi,-0.314,-0.098,-0.354,-0.039,0.314
EzellMike Ezell (R),$1214460,$28525,2.35%,Raised over $100k,R,Republican,1214460,28525,2.35,Mike Ezell,100.0,auto,Mike,Ezell,Mike Ezell,Republican,rep,MS,E000235,RepEzell,Q2,full_house,MS,4.0,47.89972014604663,0.0,73.94986007302332,290866.0,repezell,0.544,0.136,0.56,0.181,0.544
MatsuiDoris Matsui (D),$1227949,$28623,2.33%,Raised over $100k,D,Democrat,1227949,28623,2.33,Doris Matsui,88.9,auto,Doris,Matsui,Doris O. Matsui,Democrat,rep,CA,M001163,DorisMatsui,Q2,full_house,CA,7.0,33.50170740778307,0.0,66.75085370389154,295770.0,dorismatsui,-0.433,-0.144,-0.406,-0.063,0.433
NewhouseDan Newhouse (R),$2510756,$56759,2.26%,Raised over $100k,R,Republican,2510756,56759,2.26,Dan Newhouse,100.0,auto,Dan,Newhouse,Dan Newhouse,Republican,rep,WA,N000189,RepNewhouse,Q2,full_house,WA,4.0,5.864051082521051,1.0,52.01693260848936,295052.0,repnewhouse,0.317,0.334,0.308,0.359,0.317
