candidate,week,count
Marjorie Taylor Greene 🇺🇸,2025-06-30,31
Marjorie Taylor Greene 🇺🇸,2025-07-07,31
Marjorie Taylor Greene 🇺🇸,2025-07-14,35
Marjorie Taylor Greene 🇺🇸,2025-07-21,28
Marjorie Taylor Greene 🇺🇸,2025-07-28,27
Marjorie Taylor Greene 🇺🇸,2025-08-04,45
Marjorie Taylor Greene 🇺🇸,2025-08-11,30
Marjorie Taylor Greene 🇺🇸,2025-08-18,41
Marjorie Taylor Greene 🇺🇸,2025-08-25,26
Marjorie Taylor Greene 🇺🇸,2025-09-01,19
Marjorie Taylor Greene 🇺🇸,2025-09-08,35
Marjorie Taylor Greene 🇺🇸,2025-09-15,38
Marjorie Taylor Greene 🇺🇸,2025-09-22,29
Marjorie Taylor Greene 🇺🇸,2025-09-29,40
Marjorie Taylor Greene 🇺🇸,2025-10-06,54
Marjorie Taylor Greene 🇺🇸,2025-10-13,56
Marjorie Taylor Greene 🇺🇸,2025-10-20,33
Marjorie Taylor Greene 🇺🇸,2025-10-27,58
Marjorie Taylor Greene 🇺🇸,2025-11-03,30
Marjorie Taylor Greene 🇺🇸,2025-11-10,45
Marjorie Taylor Greene 🇺🇸,2025-11-17,21
Marjorie Taylor Greene 🇺🇸,2025-11-24,45
Marjorie Taylor Greene 🇺🇸,2025-12-01,31
Marjorie Taylor Greene 🇺🇸,2025-12-08,20
Marjorie Taylor Greene 🇺🇸,2025-12-15,37
Marjorie Taylor Greene 🇺🇸,2025-12-22,13
Marjorie Taylor Greene 🇺🇸,2025-12-29,61
Marjorie Taylor Greene 🇺🇸,2026-01-05,29
Marjorie Taylor Greene 🇺🇸,2026-01-12,45
Marjorie Taylor Greene 🇺🇸,2026-01-19,52
Marjorie Taylor Greene 🇺🇸,2026-01-26,39
Marjorie Taylor Greene 🇺🇸,2026-02-02,20
